Filename	t_ms	H1c	H2c	H4c	A1c	A2c	A3c	H2Kc	H1H2c	H2H4c	H1A1c	H1A2c	H1A3c	H42Kc	H2KH5Kc	CPP	Energy	HNR05	HNR15	HNR25	HNR35	SHR	H1u	H2u	H4u	A1u	A2u	A3u	H2Ku	H5Ku	H1H2u	H2H4u	H1A1u	H1A2u	H1A3u	H42Ku	H2KH5Ku	strF0	sF0	pF0	shrF0	oF0	sF1	sF2	sF3	sF4	pF1	pF2	pF3	pF4	oF1	oF2	oF3	oF4	sB1	sB2	sB3	sB4	pB1	pB2	pB3	pB4	oB1	oB2	oB3	oB4	epoch	soe	
3.mat	751.000	-6.619	-6.541	-7.741	-20.690	-21.845	-6.471	-12.574	-0.078	1.199	14.071	15.226	-0.148	4.834	21.622	21.620	0.137	43.663	35.080	41.493	41.858	0.000	-6.126	-4.450	4.192	6.964	-0.059	-12.829	-25.410	-34.197	-1.676	-8.643	-13.090	-6.068	6.703	29.602	12.312	149.045	149.708	0	150.561	0	731.853	1335.320	2932.075	3336.170	0	0	0	0	0	0	0	0	80.973	54.739	148.566	509.963	0	0	0	0	0	0	0	0	0.000	0	
3.mat	752.000	-6.543	-6.678	-7.776	-20.533	-21.599	-6.449	-12.911	0.135	1.098	13.990	15.057	-0.094	5.135	21.057	22.324	0.140	45.532	36.773	43.093	43.208	0.000	-6.051	-4.594	4.086	7.164	0.242	-12.490	-25.411	-33.968	-1.457	-8.680	-13.215	-6.293	6.439	29.497	11.925	149.068	149.702	0	150.561	0	732.400	1335.329	2931.937	3333.463	0	0	0	0	0	0	0	0	81.932	54.244	143.616	517.926	0	0	0	0	0	0	0	0	0.000	0	
3.mat	753.000	-6.590	-6.755	-7.847	-20.331	-21.218	-6.255	-13.169	0.165	1.092	13.741	14.628	-0.335	5.322	20.572	22.904	0.140	47.394	38.439	44.595	44.481	0.000	-6.099	-4.675	3.977	7.396	0.661	-12.161	-25.502	-33.740	-1.425	-8.651	-13.496	-6.760	6.062	29.478	11.526	149.063	149.712	0	150.561	0	733.337	1336.027	2930.869	3330.208	0	0	0	0	0	0	0	0	84.338	52.794	138.318	524.311	0	0	0	0	0	0	0	0	1.000	0.070	
3.mat	754.000	-6.616	-6.776	-7.932	-20.152	-20.917	-6.035	-13.164	0.161	1.156	13.536	14.302	-0.581	5.231	20.455	23.541	0.139	49.312	40.186	46.195	45.884	0.000	-6.126	-4.701	3.848	7.608	1.002	-11.819	-25.318	-33.619	-1.425	-8.549	-13.734	-7.128	5.693	29.166	11.160	149.056	149.752	0	150.561	0	735.522	1337.924	2931.160	3326.830	0	0	0	0	0	0	0	0	89.134	53.998	136.138	545.955	0	0	0	0	0	0	0	0	0.000	0	
3.mat	755.000	-6.621	-6.822	-7.974	-19.998	-20.586	-5.827	-13.223	0.201	1.152	13.378	13.965	-0.793	5.250	20.255	24.195	0.139	51.402	42.021	47.851	47.361	0.000	-6.132	-4.751	3.759	7.791	1.371	-11.496	-25.274	-33.478	-1.381	-8.510	-13.923	-7.503	5.364	29.034	10.814	149.040	149.752	0	150.561	0	736.613	1335.733	2931.370	3319.668	0	0	0	0	0	0	0	0	89.718	53.051	134.413	570.004	0	0	0	0	0	0	0	0	0.000	0	
3.mat	756.000	-6.641	-6.895	-8.013	-19.849	-20.225	-5.591	-13.133	0.254	1.118	13.208	13.584	-1.050	5.120	20.445	24.703	0.139	53.696	44.031	49.622	48.863	0.000	-6.153	-4.829	3.668	7.970	1.771	-11.154	-24.986	-33.578	-1.324	-8.497	-14.123	-7.924	5.000	28.653	10.510	149.017	149.752	0	150.561	0	737.749	1336.313	2930.316	3318.368	0	0	0	0	0	0	0	0	91.199	52.190	131.615	585.097	0	0	0	0	0	0	0	0	0.000	0	
3.mat	757.000	-6.596	-6.879	-8.076	-19.766	-19.894	-5.351	-13.456	0.282	1.197	13.170	13.298	-1.245	5.380	20.348	25.206	0.139	55.958	46.017	51.267	50.254	0.000	-6.110	-4.819	3.544	8.083	2.142	-10.816	-25.200	-33.804	-1.291	-8.363	-14.193	-8.252	4.706	28.743	10.232	149.016	149.763	0	150.561	0	737.890	1336.347	2930.417	3314.180	0	0	0	0	0	0	0	0	93.330	52.105	130.457	602.744	0	0	0	0	0	0	0	0	0.000	0	
3.mat	758.000	-6.591	-6.914	-8.142	-19.720	-19.523	-5.014	-13.431	0.323	1.227	13.129	12.931	-1.578	5.289	20.287	25.696	0.146	58.171	48.176	53.262	52.066	0.000	-6.107	-4.862	3.412	8.159	2.555	-10.388	-25.086	-33.718	-1.245	-8.273	-14.265	-8.662	4.282	28.497	9.964	149.020	149.774	0	150.561	0	740.566	1336.796	2930.310	3309.942	0	0	0	0	0	0	0	0	94.401	52.151	130.244	629.946	0	0	0	0	0	0	0	0	0.000	0	
3.mat	759.000	-6.569	-6.889	-8.202	-19.710	-19.195	-4.677	-13.355	0.320	1.313	13.141	12.626	-1.892	5.153	20.278	26.291	0.146	60.277	50.285	55.277	53.880	0.000	-6.086	-4.844	3.282	8.200	2.927	-9.971	-24.900	-33.633	-1.242	-8.126	-14.286	-9.013	3.885	28.182	9.721	149.023	149.792	0	150.561	0	742.237	1336.296	2931.468	3308.688	0	0	0	0	0	0	0	0	95.081	51.598	127.949	650.611	0	0	0	0	0	0	0	0	0.000	0	
3.mat	760.000	-6.597	-6.956	-8.316	-19.713	-18.941	-4.387	-13.524	0.359	1.360	13.116	12.344	-2.210	5.208	20.048	26.866	0.149	61.816	51.874	56.848	55.385	0.000	-6.116	-4.918	3.098	8.227	3.224	-9.605	-25.003	-33.572	-1.197	-8.016	-14.342	-9.340	3.490	28.100	9.500	149.028	149.798	0	150.561	0	743.744	1337.840	2930.686	3308.734	0	0	0	0	0	0	0	0	96.949	52.205	128.303	685.338	0	0	0	0	0	0	0	0	1.000	0.070	
3.mat	761.000	-6.575	-6.918	-8.486	-19.731	-18.741	-4.104	-13.355	0.343	1.568	13.156	12.166	-2.471	4.869	20.337	27.392	0.146	63.218	53.287	58.168	56.672	0.000	-6.095	-4.887	2.868	8.236	3.463	-9.256	-24.785	-33.692	-1.208	-7.755	-14.331	-9.559	3.161	27.653	9.338	149.042	149.804	0	148.679	0	744.530	1338.449	2929.196	3304.071	0	0	0	0	0	0	0	0	101.211	54.226	131.162	728.851	0	0	0	0	0	0	0	0	0.000	0	
3.mat	762.000	-6.580	-6.950	-8.631	-19.777	-18.543	-3.838	-13.621	0.370	1.681	13.197	11.963	-2.742	4.990	19.593	27.853	0.145	64.623	54.691	59.499	57.875	0.000	-6.101	-4.925	2.659	8.222	3.709	-8.930	-25.002	-33.214	-1.176	-7.584	-14.323	-9.811	2.829	27.661	9.165	149.069	149.743	0	148.679	0	749.043	1338.767	2932.272	3298.663	0	0	0	0	0	0	0	0	101.666	54.000	131.827	780.192	0	0	0	0	0	0	0	0	0.000	0	
3.mat	763.000	-6.595	-6.988	-8.768	-19.821	-18.349	-3.613	-13.953	0.393	1.779	13.225	11.754	-2.982	5.185	19.487	28.262	0.146	66.134	56.103	60.778	59.009	0.000	-6.118	-4.970	2.464	8.206	3.946	-8.649	-25.284	-33.439	-1.148	-7.433	-14.324	-10.064	2.531	27.747	9.002	149.100	149.659	0	148.679	0	750.362	1338.745	2929.695	3304.414	0	0	0	0	0	0	0	0	102.236	53.851	132.495	807.423	0	0	0	0	0	0	0	0	0.000	0	
3.mat	764.000	-6.562	-7.016	-8.883	-19.881	-18.195	-3.386	-13.984	0.454	1.867	13.318	11.633	-3.176	5.100	19.335	28.682	0.147	67.042	57.027	61.694	59.912	0.000	-6.087	-5.004	2.286	8.176	4.147	-8.368	-25.264	-33.318	-1.082	-7.291	-14.263	-10.233	2.282	27.550	8.843	149.157	149.619	0	148.679	0	751.923	1339.623	2929.038	3302.477	0	0	0	0	0	0	0	0	102.742	54.050	134.135	853.072	0	0	0	0	0	0	0	0	0.000	0	
3.mat	765.000	-6.569	-7.016	-8.959	-19.947	-18.061	-3.286	-14.392	0.447	1.944	13.379	11.492	-3.283	5.433	19.023	28.991	0.147	67.999	57.897	62.458	60.648	0.000	-6.094	-5.010	2.149	8.140	4.328	-8.215	-25.688	-33.415	-1.084	-7.159	-14.234	-10.422	2.121	27.838	8.684	149.214	149.607	0	148.679	0	754.487	1339.876	2928.520	3302.903	0	0	0	0	0	0	0	0	103.330	54.635	135.647	901.666	0	0	0	0	0	0	0	0	0.000	0	
3.mat	766.000	-6.518	-7.080	-9.050	-20.011	-17.944	-3.221	-14.169	0.561	1.971	13.493	11.425	-3.298	5.119	19.191	29.284	0.150	68.856	58.608	63.090	61.202	0.000	-6.045	-5.081	1.995	8.108	4.494	-8.096	-25.413	-33.360	-0.964	-7.076	-14.153	-10.540	2.051	27.408	8.560	149.261	149.606	0	148.679	0	756.296	1340.409	2926.373	3298.367	0	0	0	0	0	0	0	0	103.231	54.675	136.204	952.068	0	0	0	0	0	0	0	0	1.000	0.068	
3.mat	767.000	-6.557	-7.086	-9.165	-20.073	-17.835	-3.212	-14.385	0.529	2.079	13.516	11.278	-3.344	5.220	19.204	29.514	0.147	69.652	59.189	63.488	61.532	0.000	-6.085	-5.094	1.817	8.077	4.651	-8.035	-25.575	-33.589	-0.991	-6.911	-14.162	-10.737	1.949	27.393	8.457	149.320	149.626	0	148.679	0	758.197	1340.322	2926.498	3297.596	0	0	0	0	0	0	0	0	105.169	54.914	138.589	1019.263	0	0	0	0	0	0	0	0	0.000	0	
3.mat	768.000	-6.547	-7.106	-9.248	-20.146	-17.737	-3.227	-14.512	0.560	2.142	13.599	11.190	-3.320	5.264	19.267	29.671	0.145	69.557	59.133	63.500	61.571	0.000	-6.077	-5.121	1.672	8.036	4.799	-7.997	-25.645	-33.779	-0.956	-6.793	-14.113	-10.875	1.920	27.317	8.393	149.372	149.645	0	148.679	0	761.274	1340.494	2926.642	3281.977	0	0	0	0	0	0	0	0	105.841	56.744	143.081	1111.004	0	0	0	0	0	0	0	0	0.000	0	
3.mat	769.000	-6.561	-7.132	-9.318	-20.226	-17.643	-3.252	-14.464	0.572	2.186	13.665	11.083	-3.308	5.146	19.073	29.876	0.144	69.660	59.168	63.532	61.597	0.000	-6.092	-5.155	1.533	7.991	4.946	-7.965	-25.530	-33.538	-0.937	-6.688	-14.083	-11.039	1.872	27.063	8.359	149.423	149.599	0	150.561	0	763.918	1342.378	2923.892	3272.274	0	0	0	0	0	0	0	0	105.081	56.482	144.003	1210.583	0	0	0	0	0	0	0	0	0.000	0	
3.mat	770.000	-6.562	-7.156	-9.384	-20.307	-17.557	-3.284	-14.621	0.593	2.229	13.745	10.994	-3.279	5.237	18.382	30.019	0.143	69.744	59.039	63.308	61.431	0.000	-6.096	-5.186	1.398	7.945	5.088	-7.938	-25.686	-33.004	-0.910	-6.584	-14.041	-11.184	1.842	27.084	8.285	149.458	149.538	0	150.561	0	766.798	1342.363	2922.055	3267.839	0	0	0	0	0	0	0	0	105.352	56.992	145.418	1273.489	0	0	0	0	0	0	0	0	0.000	0	
3.mat	771.000	-6.551	-7.142	-9.412	-20.398	-17.502	-3.312	-14.514	0.591	2.270	13.847	10.951	-3.239	5.102	18.691	30.065	0.144	69.595	58.839	63.058	61.234	0.000	-6.086	-5.180	1.302	7.890	5.198	-7.906	-25.513	-33.205	-0.906	-6.482	-13.976	-11.284	1.820	26.815	8.230	149.465	149.497	0	150.561	0	768.522	1344.007	2920.781	3239.831	0	0	0	0	0	0	0	0	104.598	57.106	146.633	1370.939	0	0	0	0	0	0	0	0	0.000	0	
3.mat	772.000	-6.559	-7.143	-9.458	-20.497	-17.480	-3.415	-14.996	0.585	2.315	13.939	10.921	-3.144	5.538	18.521	30.105	0.144	69.897	58.887	62.950	61.125	0.000	-6.095	-5.189	1.184	7.828	5.278	-7.945	-25.989	-33.517	-0.906	-6.374	-13.923	-11.373	1.850	27.174	8.179	149.444	149.487	0	150.561	0	770.667	1344.479	2919.534	3219.160	0	0	0	0	0	0	0	0	103.994	58.030	146.787	1462.354	0	0	0	0	0	0	0	0	0.000	0	
3.mat	773.000	-6.540	-7.186	-9.530	-20.600	-17.479	-3.566	-15.151	0.645	2.345	14.059	10.939	-2.974	5.621	18.333	30.144	0.143	70.224	58.993	62.965	61.122	0.000	-6.079	-5.240	1.041	7.762	5.336	-8.032	-26.075	-33.484	-0.839	-6.280	-13.841	-11.415	1.953	27.116	8.137	149.386	149.484	0	150.561	0	771.724	1345.802	2918.618	4120.318	0	0	0	0	0	0	0	0	103.122	57.745	146.509	980.524	0	0	0	0	0	0	0	0	1.000	0.069	
3.mat	774.000	-6.552	-7.194	-9.596	-20.701	-17.496	-3.660	-15.201	0.642	2.402	14.149	10.944	-2.892	5.605	18.231	30.150	0.143	70.389	58.961	62.823	60.955	0.000	-6.092	-5.257	0.900	7.702	5.381	-8.059	-26.056	-33.431	-0.836	-6.157	-13.794	-11.473	1.967	26.957	8.091	149.333	149.506	0	150.561	0	776.196	1346.264	2917.330	4088.849	0	0	0	0	0	0	0	0	104.437	58.808	147.321	936.816	0	0	0	0	0	0	0	0	0.000	0	
3.mat	775.000	-6.561	-7.209	-9.641	-20.805	-17.529	-3.820	-15.076	0.648	2.431	14.244	10.968	-2.741	5.435	18.359	30.158	0.140	70.216	58.722	62.509	60.643	0.000	-6.104	-5.280	0.783	7.635	5.407	-8.151	-25.748	-33.434	-0.824	-6.063	-13.739	-11.510	2.047	26.531	8.065	149.269	149.524	0	150.561	0	776.552	1346.532	2916.412	4058.694	0	0	0	0	0	0	0	0	105.206	60.400	148.417	866.117	0	0	0	0	0	0	0	0	0.000	0	
3.mat	776.000	-6.543	-7.202	-9.687	-20.912	-17.564	-3.981	-15.248	0.659	2.485	14.369	11.021	-2.561	5.561	18.093	30.177	0.140	70.275	58.520	62.234	60.372	0.000	-6.087	-5.282	0.661	7.569	5.433	-8.242	-25.910	-33.341	-0.806	-5.943	-13.656	-11.520	2.155	26.571	8.007	149.196	149.390	0	150.561	0	778.781	1347.129	2914.588	4038.465	0	0	0	0	0	0	0	0	104.034	61.061	149.197	820.742	0	0	0	0	0	0	0	0	0.000	0	
3.mat	777.000	-6.552	-7.231	-9.736	-21.014	-17.606	-4.168	-15.278	0.679	2.505	14.462	11.054	-2.384	5.542	17.988	30.109	0.140	70.126	58.205	61.913	60.076	0.000	-6.098	-5.319	0.535	7.508	5.454	-8.354	-25.866	-33.266	-0.779	-5.855	-13.607	-11.552	2.255	26.401	7.947	149.137	149.355	0	148.679	0	780.287	1347.840	2912.061	4026.495	0	0	0	0	0	0	0	0	103.969	61.999	148.605	785.525	0	0	0	0	0	0	0	0	0.000	0	
3.mat	778.000	-6.555	-7.221	-9.766	-21.126	-17.677	-4.400	-15.249	0.666	2.545	14.571	11.122	-2.155	5.483	17.814	30.053	0.139	69.912	57.807	61.414	59.539	0.000	-6.103	-5.318	0.429	7.437	5.445	-8.510	-25.759	-33.063	-0.785	-5.748	-13.540	-11.548	2.407	26.188	7.880	149.072	149.287	0	148.679	0	782.630	1348.786	2910.984	4015.102	0	0	0	0	0	0	0	0	103.743	63.329	148.931	749.629	0	0	0	0	0	0	0	0	0.000	0	
3.mat	779.000	-6.565	-7.231	-9.789	-21.229	-17.762	-4.585	-15.248	0.666	2.558	14.664	11.198	-1.980	5.459	17.801	29.883	0.140	70.153	57.666	61.108	59.174	0.000	-6.115	-5.337	0.331	7.375	5.421	-8.618	-25.680	-33.049	-0.778	-5.668	-13.490	-11.536	2.503	26.011	7.812	149.014	149.282	0	148.679	0	784.123	1347.782	2909.029	4007.794	0	0	0	0	0	0	0	0	101.168	63.288	148.119	718.510	0	0	0	0	0	0	0	0	0.000	0	
3.mat	780.000	-6.577	-7.234	-9.839	-21.336	-17.850	-4.786	-15.111	0.656	2.606	14.758	11.273	-1.791	5.271	18.104	29.851	0.139	70.235	57.602	60.927	58.953	0.000	-6.129	-5.349	0.206	7.308	5.393	-8.740	-25.458	-33.215	-0.780	-5.555	-13.437	-11.523	2.610	25.665	7.771	148.973	149.274	0	148.679	0	784.874	1351.236	2906.021	3998.772	0	0	0	0	0	0	0	0	102.097	65.015	147.676	700.959	0	0	0	0	0	0	0	0	1.000	0.068	
3.mat	781.000	-6.573	-7.224	-9.857	-21.445	-17.950	-5.031	-15.210	0.651	2.633	14.872	11.377	-1.541	5.353	17.898	29.741	0.137	70.748	57.781	60.910	58.794	0.997	-6.127	-5.349	0.111	7.240	5.356	-8.901	-25.468	-33.108	-0.778	-5.460	-13.367	-11.483	2.774	25.579	7.708	148.953	149.151	0	148.679	0	787.729	1352.447	2902.500	3994.586	0	0	0	0	0	0	0	0	104.826	69.545	149.004	687.411	0	0	0	0	0	0	0	0	0.000	0	
3.mat	782.000	-6.588	-7.227	-9.881	-21.557	-18.056	-5.267	-15.128	0.639	2.653	14.969	11.467	-1.321	5.247	18.358	29.748	0.136	71.226	58.003	60.898	58.653	0.988	-6.145	-5.361	0.013	7.169	5.311	-9.049	-25.297	-33.485	-0.784	-5.375	-13.314	-11.456	2.904	25.310	7.707	148.928	149.096	0	148.679	0	791.711	1352.923	2898.850	3988.378	0	0	0	0	0	0	0	0	103.189	70.901	148.051	664.394	0	0	0	0	0	0	0	0	0.000	0	
3.mat	783.000	-6.608	-7.246	-9.915	-21.663	-18.162	-5.491	-15.475	0.638	2.668	15.055	11.553	-1.118	5.561	17.971	29.727	0.136	71.622	58.237	60.921	58.550	0.981	-6.167	-5.389	-0.093	7.103	5.263	-9.182	-25.569	-33.446	-0.778	-5.296	-13.270	-11.430	3.015	25.476	7.693	148.886	148.813	0	148.679	0	791.981	1354.236	2892.929	3982.650	0	0	0	0	0	0	0	0	101.862	72.029	148.227	658.553	0	0	0	0	0	0	0	0	0.000	0	
3.mat	784.000	-6.542	-7.213	-9.947	-21.778	-18.286	-5.689	-16.015	0.671	2.734	15.235	11.743	-0.853	6.068	17.875	29.740	0.136	72.507	58.872	61.267	58.687	0.977	-6.103	-5.365	-0.199	7.027	5.197	-9.287	-26.020	-33.890	-0.738	-5.166	-13.130	-11.300	3.184	25.821	7.684	148.844	148.718	0	148.679	0	793.110	1355.268	2887.922	3979.124	0	0	0	0	0	0	0	0	101.247	74.364	147.690	656.408	0	0	0	0	0	0	0	0	0.000	0	
3.mat	785.000	-6.534	-7.214	-9.958	-21.888	-18.425	-5.880	-15.854	0.680	2.743	15.354	11.891	-0.654	5.896	17.642	29.775	0.136	73.194	59.472	61.704	58.943	0.970	-6.097	-5.375	-0.281	6.956	5.115	-9.381	-25.767	-33.496	-0.722	-5.094	-13.052	-11.211	3.284	25.485	7.684	148.782	148.673	0	148.679	0	795.319	1356.624	2883.145	3976.879	0	0	0	0	0	0	0	0	100.690	76.871	146.891	655.061	0	0	0	0	0	0	0	0	0.000	0	
3.mat	786.000	-6.476	-7.249	-9.990	-22.010	-18.599	-6.171	-15.918	0.773	2.742	15.534	12.123	-0.305	5.928	17.462	29.764	0.137	73.995	60.145	62.162	59.263	0.953	-6.040	-5.419	-0.388	6.874	4.998	-9.571	-25.741	-33.381	-0.622	-5.031	-12.914	-11.038	3.531	25.353	7.668	148.710	148.665	0	148.679	0	797.865	1357.771	2879.146	3973.076	0	0	0	0	0	0	0	0	98.066	77.594	142.553	652.036	0	0	0	0	0	0	0	0	1.000	0.067	
3.mat	787.000	-6.493	-7.259	-10.039	-22.118	-18.756	-6.357	-16.459	0.766	2.779	15.625	12.262	-0.136	6.420	16.831	29.726	0.136	74.448	60.644	62.543	59.511	0.945	-6.059	-5.438	-0.507	6.802	4.895	-9.652	-26.181	-33.290	-0.621	-4.931	-12.862	-10.954	3.593	25.674	7.623	148.645	148.642	0	148.679	0	797.678	1358.496	2870.093	3968.064	0	0	0	0	0	0	0	0	98.235	80.810	142.638	645.190	0	0	0	0	0	0	0	0	0.000	0	
3.mat	788.000	-6.500	-7.270	-10.080	-22.227	-18.918	-6.574	-16.645	0.770	2.810	15.727	12.419	0.074	6.565	16.793	29.759	0.135	74.874	61.151	62.953	59.816	0.946	-6.068	-5.458	-0.618	6.729	4.781	-9.761	-26.275	-33.437	-0.610	-4.840	-12.797	-10.849	3.693	25.657	7.575	148.580	148.596	0	148.679	0	799.697	1361.727	2867.594	3965.624	0	0	0	0	0	0	0	0	99.311	86.241	142.933	645.104	0	0	0	0	0	0	0	0	0.000	0	
3.mat	789.000	-6.503	-7.272	-10.124	-22.334	-19.084	-6.765	-16.942	0.769	2.852	15.831	12.582	0.262	6.819	16.607	29.724	0.134	75.441	61.777	63.402	60.127	0.933	-6.073	-5.469	-0.731	6.657	4.665	-9.843	-26.467	-33.550	-0.604	-4.738	-12.730	-10.737	3.770	25.736	7.528	148.510	148.415	0	148.679	0	801.922	1362.615	2862.434	3962.693	0	0	0	0	0	0	0	0	97.227	88.370	139.329	643.434	0	0	0	0	0	0	0	0	0.000	0	
3.mat	790.000	-6.521	-7.291	-10.168	-22.435	-19.250	-6.946	-16.978	0.770	2.877	15.914	12.730	0.425	6.810	16.365	29.733	0.133	75.649	62.191	63.739	60.369	0.935	-6.093	-5.497	-0.843	6.590	4.545	-9.912	-26.389	-33.343	-0.596	-4.654	-12.683	-10.639	3.819	25.546	7.510	148.424	148.183	0	148.679	0	803.716	1363.286	2856.442	3956.879	0	0	0	0	0	0	0	0	95.369	90.078	138.132	645.549	0	0	0	0	0	0	0	0	0.000	0	
3.mat	791.000	-6.595	-7.331	-10.229	-22.530	-19.423	-7.115	-16.831	0.736	2.898	15.935	12.828	0.520	6.602	15.999	29.773	0.132	75.783	62.394	63.920	60.552	0.931	-6.169	-5.545	-0.970	6.528	4.419	-9.969	-26.138	-32.830	-0.624	-4.575	-12.697	-10.588	3.799	25.168	7.460	148.330	148.056	0	148.679	0	804.331	1364.981	2853.361	3952.845	0	0	0	0	0	0	0	0	94.013	92.272	136.888	646.649	0	0	0	0	0	0	0	0	0.000	0	
3.mat	792.000	-6.603	-7.342	-10.245	-22.623	-19.600	-7.289	-16.458	0.739	2.903	16.020	12.997	0.686	6.213	15.918	29.874	0.133	76.444	63.131	64.461	60.923	0.920	-6.179	-5.566	-1.052	6.467	4.285	-10.028	-25.704	-32.376	-0.614	-4.514	-12.646	-10.464	3.849	24.652	7.417	148.233	147.993	0	148.679	0	806.325	1366.706	2849.594	3947.933	0	0	0	0	0	0	0	0	92.463	94.737	135.416	650.062	0	0	0	0	0	0	0	0	0.000	0	
3.mat	793.000	-6.646	-7.337	-10.274	-22.703	-19.792	-7.413	-16.362	0.691	2.937	16.057	13.147	0.767	6.088	15.784	30.004	0.133	76.934	63.751	64.973	61.300	0.909	-6.224	-5.569	-1.146	6.418	4.135	-10.035	-25.500	-32.146	-0.655	-4.423	-12.642	-10.359	3.811	24.354	7.379	148.140	147.963	0	148.679	0	806.938	1370.025	2846.244	3943.314	0	0	0	0	0	0	0	0	90.060	94.834	132.254	646.345	0	0	0	0	0	0	0	0	1.000	0.067	
3.mat	794.000	-6.651	-7.340	-10.318	-22.788	-19.975	-7.564	-16.937	0.689	2.978	16.137	13.324	0.913	6.619	15.213	30.107	0.133	77.366	64.371	65.533	61.752	0.910	-6.231	-5.581	-1.251	6.363	3.991	-10.070	-25.974	-32.150	-0.651	-4.330	-12.594	-10.222	3.839	24.723	7.319	148.073	147.848	0	148.679	0	809.579	1369.546	2843.738	3938.740	0	0	0	0	0	0	0	0	90.067	98.057	131.993	662.181	0	0	0	0	0	0	0	0	0.000	0	
3.mat	795.000	-6.671	-7.347	-10.368	-22.855	-20.170	-7.687	-17.094	0.677	3.021	16.184	13.499	1.016	6.726	14.780	30.205	0.131	77.659	64.877	66.013	62.153	0.910	-6.253	-5.596	-1.364	6.325	3.835	-10.074	-26.022	-31.874	-0.657	-4.232	-12.578	-10.088	3.821	24.658	7.228	147.994	147.784	0	148.679	0	810.633	1372.725	2843.048	3934.556	0	0	0	0	0	0	0	0	89.208	101.543	134.019	665.991	0	0	0	0	0	0	0	0	0.000	0	
3.mat	796.000	-6.675	-7.352	-10.429	-22.910	-20.352	-7.798	-17.584	0.678	3.077	16.235	13.677	1.124	7.155	14.125	30.262	0.132	77.633	65.126	66.259	62.399	0.901	-6.258	-5.609	-1.483	6.297	3.687	-10.070	-26.409	-31.709	-0.649	-4.126	-12.555	-9.946	3.811	24.926	7.121	147.899	147.501	0	148.679	0	810.179	1373.330	2841.350	3927.789	0	0	0	0	0	0	0	0	87.600	101.511	133.537	658.677	0	0	0	0	0	0	0	0	0.000	0	
3.mat	797.000	-6.718	-7.395	-10.474	-22.961	-20.551	-7.901	-18.307	0.677	3.080	16.243	13.833	1.183	7.833	13.325	30.294	0.131	77.298	64.997	66.189	62.393	0.893	-6.303	-5.660	-1.588	6.273	3.523	-10.055	-27.031	-31.632	-0.643	-4.072	-12.576	-9.826	3.751	25.443	6.981	147.775	147.223	0	148.679	0	812.818	1375.655	2839.800	3919.803	0	0	0	0	0	0	0	0	85.271	102.251	133.940	670.062	0	0	0	0	0	0	0	0	0.000	0	
3.mat	798.000	-6.646	-7.359	-10.489	-22.999	-20.749	-8.021	-18.390	0.714	3.130	16.354	14.104	1.376	7.901	13.247	30.394	0.131	77.194	64.993	66.157	62.338	0.892	-6.233	-5.633	-1.662	6.260	3.356	-10.058	-26.996	-31.637	-0.600	-3.971	-12.493	-9.589	3.825	25.335	6.848	147.624	147.044	0	148.679	0	814.194	1378.678	2840.698	3915.621	0	0	0	0	0	0	0	0	84.030	102.497	135.217	680.729	0	0	0	0	0	0	0	0	0.000	0	
3.mat	799.000	-6.697	-7.417	-10.538	-23.008	-20.951	-8.191	-18.838	0.720	3.121	16.311	14.254	1.494	8.300	12.524	30.339	0.133	76.677	64.720	65.915	62.086	0.874	-6.286	-5.699	-1.769	6.275	3.182	-10.112	-27.328	-31.362	-0.588	-3.930	-12.561	-9.469	3.825	25.559	6.681	147.460	147.008	0	148.679	0	814.708	1380.149	2840.787	3911.113	0	0	0	0	0	0	0	0	81.929	102.512	135.685	677.170	0	0	0	0	0	0	0	0	0.000	0	
3.mat	800.000	-6.716	-7.419	-10.591	-23.028	-21.142	-8.374	-18.796	0.703	3.171	16.312	14.426	1.658	8.205	12.052	30.076	0.133	76.592	64.361	65.345	61.418	0.849	-6.307	-5.709	-1.880	6.279	3.020	-10.183	-27.174	-30.847	-0.598	-3.829	-12.586	-9.327	3.876	25.294	6.477	147.307	146.982	0	148.679	0	815.552	1382.762	2843.134	3905.584	0	0	0	0	0	0	0	0	79.344	100.784	136.018	671.623	0	0	0	0	0	0	0	0	1.000	0.067	
3.mat	801.000	-6.763	-7.447	-10.652	-23.034	-21.322	-8.542	-18.852	0.685	3.204	16.271	14.560	1.779	8.200	11.827	29.878	0.133	75.849	63.720	64.713	60.784	0.846	-6.356	-5.745	-1.998	6.296	2.865	-10.242	-27.110	-30.679	-0.610	-3.748	-12.651	-9.220	3.886	25.112	6.274	147.171	146.759	0	146.820	0	816.679	1385.016	2841.979	3904.375	0	0	0	0	0	0	0	0	78.797	101.646	136.989	673.167	0	0	0	0	0	0	0	0	0.000	0	
3.mat	802.000	-6.789	-7.454	-10.735	-23.012	-21.515	-8.660	-18.597	0.665	3.282	16.222	14.726	1.871	7.862	11.609	29.747	0.132	74.943	62.956	63.980	60.069	0.836	-6.384	-5.760	-2.135	6.337	2.693	-10.259	-26.811	-30.206	-0.624	-3.624	-12.721	-9.077	3.875	24.676	6.034	147.017	146.686	0	146.820	0	818.255	1386.838	2845.362	3903.284	0	0	0	0	0	0	0	0	77.910	102.926	138.729	672.324	0	0	0	0	0	0	0	0	0.000	0	
